subject,session,sample_idx,true_label,predicted_label,correct,decision_score
esty,kognitif,10,lie,lie,True,0.3651289115648765
esty,kognitif,11,truth,lie,False,4.236593464799123
esty,kognitif,12,truth,truth,True,-5.912808716846779
esty,kognitif,13,truth,truth,True,-15.741596382104971
esty,kognitif,14,truth,truth,True,-44.39234612061941
esty,kognitif,15,truth,truth,True,-9.354038924079216
esty,kognitif,16,truth,truth,True,-9.623574051358856
esty,kognitif,17,truth,truth,True,-15.635417549705512
esty,kognitif,18,truth,truth,True,-18.311878793630072
esty,kognitif,19,truth,truth,True,-15.602654214892969
esty,kognitif,20,truth,truth,True,-21.63285878696287
esty,kognitif,21,truth,lie,False,1.1351380272683702
esty,sosial,0,lie,lie,True,0.3493194328012299
esty,sosial,1,lie,lie,True,1.8894904525520806
esty,sosial,2,lie,lie,True,3.2416947183948404
esty,sosial,3,lie,lie,True,3.6568563574222503
esty,sosial,4,lie,lie,True,3.8839861375828226
esty,sosial,5,lie,lie,True,4.119989379200404
esty,sosial,6,lie,lie,True,3.103378289426842
esty,sosial,7,lie,lie,True,0.4680104152250797
esty,sosial,8,lie,lie,True,17.38479730520534
esty,sosial,9,lie,lie,True,11.233600961651064
esty,sosial,10,lie,lie,True,24.008619161970756
esty,sosial,11,truth,truth,True,-3.7451007135891397
esty,sosial,12,truth,truth,True,-3.343642784036107
esty,sosial,13,truth,truth,True,-4.0884265170709435
esty,sosial,14,truth,truth,True,-3.763934106781975
esty,sosial,15,truth,truth,True,-3.623653744484998
esty,sosial,16,truth,truth,True,-3.831189928477884
esty,sosial,17,truth,truth,True,-4.034014284874403
esty,sosial,18,truth,truth,True,-3.684741805750421
esty,sosial,19,truth,truth,True,-3.6231047757529646
esty,sosial,20,truth,truth,True,-3.402182792654018
esty,sosial,21,truth,truth,True,-4.070742744131892
hilmi,emosi,0,lie,lie,True,2.7082120949592663
hilmi,emosi,1,lie,lie,True,5.391525796573784
hilmi,emosi,2,lie,lie,True,3.566159120453781
hilmi,emosi,3,lie,lie,True,1.9964667743074018
hilmi,emosi,4,lie,lie,True,1.0995042199360976
hilmi,emosi,5,lie,lie,True,1.092741870043297
hilmi,emosi,6,lie,lie,True,0.08227905856786771
hilmi,emosi,7,lie,truth,False,-1.3010201307932945
hilmi,emosi,8,lie,lie,True,0.7556197719061173
hilmi,emosi,9,lie,lie,True,0.2686291890323497
hilmi,emosi,10,lie,lie,True,4.630044092564031
hilmi,emosi,11,truth,truth,True,-20.764141670935448
hilmi,emosi,12,truth,truth,True,-40.083286283621334
hilmi,emosi,13,truth,truth,True,-43.37969977482999
hilmi,emosi,14,truth,truth,True,-48.022577827319225
hilmi,emosi,15,truth,truth,True,-49.98292556509375
hilmi,emosi,16,truth,truth,True,-72.5789973839972
hilmi,emosi,17,truth,truth,True,-60.431435504972086
hilmi,emosi,18,truth,truth,True,-57.33442972887039
hilmi,emosi,19,truth,truth,True,-37.89126382567426
hilmi,emosi,20,truth,lie,False,24.066223727777835
hilmi,emosi,21,truth,lie,False,4.257756560580614
hilmi,etika,0,lie,lie,True,1.5418226253677623
hilmi,etika,1,lie,lie,True,1.3879292915483346
hilmi,etika,2,lie,lie,True,1.3428356978142948
hilmi,etika,3,lie,lie,True,1.4148970454995355
hilmi,etika,4,lie,lie,True,1.245506001982974
hilmi,etika,5,lie,lie,True,1.1711004664423377
hilmi,etika,6,lie,lie,True,0.9721657799290312
hilmi,etika,7,lie,lie,True,0.9099779295620151
hilmi,etika,8,lie,truth,False,-0.2707630152406696
hilmi,etika,9,lie,truth,False,-0.4407443970113536
hilmi,etika,10,lie,truth,False,-0.31793899172604323
hilmi,etika,11,truth,truth,True,-0.03914609010222181
hilmi,etika,12,truth,lie,False,0.056178634218458146
hilmi,etika,13,truth,lie,False,0.05478652455033706
hilmi,etika,14,truth,lie,False,0.2234768123033114
hilmi,etika,15,truth,truth,True,-0.05356200049126125
hilmi,etika,16,truth,truth,True,-0.2054992183834078
hilmi,etika,17,truth,lie,False,0.011173351157536593
hilmi,etika,18,truth,truth,True,-0.07112224887126506
hilmi,etika,19,truth,truth,True,-0.0005520736177537788
hilmi,etika,20,truth,lie,False,2.8927555055364524
hilmi,etika,21,truth,lie,False,2.9997079014507264
hilmi,kognitif,0,lie,truth,False,-1.5619420640543815
hilmi,kognitif,1,lie,truth,False,-1.4849075742313453
hilmi,kognitif,2,lie,truth,False,-1.1950965647270995
hilmi,kognitif,3,lie,truth,False,-1.3918269389053417
hilmi,kognitif,4,lie,truth,False,-0.841913165553476
hilmi,kognitif,5,lie,truth,False,-0.4971221363575858
hilmi,kognitif,6,lie,lie,True,0.6703051774878492
hilmi,kognitif,7,lie,lie,True,2.0160805127978287
hilmi,kognitif,8,lie,lie,True,1.7053495356429307
hilmi,kognitif,9,lie,lie,True,0.4986042078573434
hilmi,kognitif,10,lie,lie,True,4.178063206705828
hilmi,kognitif,11,truth,truth,True,-2.6706078074507182
hilmi,kognitif,12,truth,truth,True,-2.195460160237893
hilmi,kognitif,13,truth,truth,True,-2.6513535237268018
hilmi,kognitif,14,truth,truth,True,-1.617203812897121
hilmi,kognitif,15,truth,truth,True,-1.4968344585572377
hilmi,kognitif,16,truth,truth,True,-1.3997220923878013
hilmi,kognitif,17,truth,truth,True,-1.3093958938278627
hilmi,kognitif,18,truth,truth,True,-1.2458600584790753
hilmi,kognitif,19,truth,truth,True,-1.290274213385417
hilmi,kognitif,20,truth,truth,True,-1.6851492064259572
hilmi,kognitif,21,truth,truth,True,-1.5677761277416544
hilmi,sosial,0,lie,lie,True,0.70242064615237
hilmi,sosial,1,lie,lie,True,0.5700420127429567
hilmi,sosial,2,lie,lie,True,0.28268710240159034
hilmi,sosial,3,lie,lie,True,0.013638550137846317
hilmi,sosial,4,lie,lie,True,4.172491839672816
hilmi,sosial,5,lie,lie,True,0.68655447955713
hilmi,sosial,6,lie,lie,True,2.2032571397309377
hilmi,sosial,7,lie,lie,True,5.880771655258969
hilmi,sosial,8,lie,lie,True,4.617435246344384
hilmi,sosial,9,lie,lie,True,4.770348992733841
hilmi,sosial,10,lie,lie,True,4.311514639581335
hilmi,sosial,11,truth,truth,True,-0.9584160877946994
hilmi,sosial,12,truth,truth,True,-0.9815712081510318
hilmi,sosial,13,truth,truth,True,-0.8517765249696954
hilmi,sosial,14,truth,truth,True,-0.8385234834348974
hilmi,sosial,15,truth,truth,True,-0.9707154791698251
hilmi,sosial,16,truth,truth,True,-1.0095520793856483
hilmi,sosial,17,truth,truth,True,-0.8527247645248313
hilmi,sosial,18,truth,truth,True,-0.8088902061306725
hilmi,sosial,19,truth,truth,True,-0.8376028353846753
hilmi,sosial,20,truth,truth,True,-0.8306476189287901
hilmi,sosial,21,truth,truth,True,-0.8181319122062597
irsyad,emosi,0,lie,lie,True,0.40292994818633276
irsyad,emosi,1,lie,lie,True,0.3320895781583848
irsyad,emosi,2,lie,lie,True,0.5532155264647431
irsyad,emosi,3,lie,lie,True,1.8327342645901636
irsyad,emosi,4,lie,lie,True,2.0934744158255074
irsyad,emosi,5,lie,lie,True,2.070649318179319
irsyad,emosi,6,lie,lie,True,1.6073274457044213
irsyad,emosi,7,lie,lie,True,1.4956623510420644
irsyad,emosi,8,lie,lie,True,1.35806693309762
irsyad,emosi,9,lie,lie,True,1.3132901491628124
irsyad,emosi,10,lie,lie,True,1.7526186299336088
irsyad,emosi,11,truth,truth,True,-0.8041784693046656
irsyad,emosi,12,truth,truth,True,-1.5662019669778422
irsyad,emosi,13,truth,truth,True,-0.808330120410094
irsyad,emosi,14,truth,truth,True,-0.8244125813481965
irsyad,emosi,15,truth,truth,True,-0.7643805672335626
irsyad,emosi,16,truth,truth,True,-1.026296158033772
irsyad,emosi,17,truth,truth,True,-0.8381007417955831
irsyad,emosi,18,truth,truth,True,-0.4494094486680864
irsyad,emosi,19,truth,truth,True,-0.5343838044871416
irsyad,emosi,20,truth,truth,True,-0.8291122949587061
irsyad,emosi,21,truth,truth,True,-1.066560905481703
irsyad,etika,0,lie,lie,True,1.1834278993178415
irsyad,etika,1,lie,lie,True,1.595783797800572
irsyad,etika,2,lie,lie,True,1.1723567484963922
irsyad,etika,3,lie,lie,True,1.1981322299948423
irsyad,etika,4,lie,lie,True,0.36584588512822813
irsyad,etika,5,lie,lie,True,1.0305309331191037
irsyad,etika,6,lie,lie,True,1.0794254473105094
irsyad,etika,7,lie,lie,True,0.5624876652881746
irsyad,etika,8,lie,lie,True,0.6362759316823242
irsyad,etika,9,lie,lie,True,0.9071589090262219
irsyad,etika,10,lie,lie,True,0.8812576074196942
irsyad,etika,11,truth,truth,True,-1.2209438089884788
irsyad,etika,12,truth,truth,True,-1.525973244969345
irsyad,etika,13,truth,truth,True,-1.531471383942431
irsyad,etika,14,truth,truth,True,-1.0317386844453151
irsyad,etika,15,truth,truth,True,-1.8414862854992986
irsyad,etika,16,truth,truth,True,-1.5627820327638038
irsyad,etika,17,truth,truth,True,-0.8371752780491045
irsyad,etika,18,truth,truth,True,-0.20543214157444337
irsyad,etika,19,truth,truth,True,-0.8279875351986147
irsyad,etika,20,truth,truth,True,-1.5305484227542265
irsyad,etika,21,truth,truth,True,-1.2009949180901582
irsyad,kognitif,0,lie,lie,True,0.5825711469973924
irsyad,kognitif,1,lie,lie,True,1.6929478237810969
irsyad,kognitif,2,lie,lie,True,1.3586659814534627
irsyad,kognitif,3,lie,lie,True,1.4406278282897986
irsyad,kognitif,4,lie,lie,True,1.3815613563560718
irsyad,kognitif,5,lie,lie,True,0.5167303976611309
irsyad,kognitif,6,lie,lie,True,0.8652789380587574
irsyad,kognitif,7,lie,lie,True,0.7517155498920433
irsyad,kognitif,8,lie,lie,True,0.30720050864915877
irsyad,kognitif,9,lie,lie,True,0.08295624400206125
irsyad,kognitif,10,lie,lie,True,0.41576207430060974
irsyad,kognitif,11,truth,truth,True,-0.954971989742527
irsyad,kognitif,12,truth,truth,True,-1.5221431754088455
irsyad,kognitif,13,truth,truth,True,-1.179369426729711
irsyad,kognitif,14,truth,truth,True,-1.5405844879786836
irsyad,kognitif,15,truth,truth,True,-1.5458246083646743
irsyad,kognitif,16,truth,truth,True,-1.6879704961156596
irsyad,kognitif,17,truth,truth,True,-1.787698901326526
irsyad,kognitif,18,truth,truth,True,-1.5813368151946117
irsyad,kognitif,19,truth,truth,True,-1.473970110759312
irsyad,kognitif,20,truth,truth,True,-1.4697659516490096
irsyad,kognitif,21,truth,truth,True,-1.1947790236575058
irsyad,sosial,0,lie,lie,True,0.7574642351657072
irsyad,sosial,1,lie,lie,True,0.8422418723691626
irsyad,sosial,2,lie,lie,True,0.8906637577976281
irsyad,sosial,3,lie,lie,True,0.8824373468706205
irsyad,sosial,4,lie,lie,True,0.6138405490580415
